topicId,split,topicText,topicTarget,topicSentiment,claims.claimId,claims.stance,claims.claimCorrectedText,claims.claimOriginalText,claims.Compatible,claims.claimTarget.text,claims.claimTarget.span.start,claims.claimTarget.span.end,claims.claimSentiment,claims.targetsRelation,char_length,word_count
985,train,This house would unleash the free market,unleash the free market,1,504301,PRO,no coercive monopoly of force can arise on a truly free market,no coercive monopoly of force can arise on a truly free market,yes,a truly free market,43.0,62.0,1.0,1.0,62,12
985,train,This house would unleash the free market,unleash the free market,1,504302,PRO,That government is best which governs least,That government is best which governs least,no,,,,,,43,7
985,train,This house would unleash the free market,unleash the free market,1,504303,PRO,That government is best which governs not at all,That government is best which governs not at all,no,,,,,,48,9
985,train,This house would unleash the free market,unleash the free market,1,504304,PRO,the state should confine its role to protecting individual liberty and property,the state should confine its role to protecting individual liberty and property,no,,,,,,79,12
985,train,This house would unleash the free market,unleash the free market,1,504305,PRO,"in an environment of laissez-faire, a spontaneous order of cooperation in exchanging goods and services emerges that satisfies human wants","in an environment of laissez-faire, a spontaneous order of cooperation in exchanging goods and services emerges that satisfies human wants",yes,an environment of laissez-faire,3.0,34.0,1.0,1.0,138,20
985,train,This house would unleash the free market,unleash the free market,1,504306,PRO,monopoly can only come about through government intervention,monopoly can only come about through government intervention,yes,government intervention,37.0,60.0,-1.0,-1.0,60,8
985,train,This house would unleash the free market,unleash the free market,1,504307,PRO,authority over the economy leads to totalitarianism,authority over the economy leads to totalitarianism,yes,authority over the economy,0.0,26.0,-1.0,-1.0,51,7
985,train,This house would unleash the free market,unleash the free market,1,880216,PRO,free markets provide the greatest possible equity and prosperity,free markets provide the greatest possible equity and prosperity,yes,free markets,0.0,12.0,1.0,1.0,64,9
985,train,This house would unleash the free market,unleash the free market,1,880217,PRO,any interference with the market process decreases social well being,any interference with the market process decreases social well being,yes,any interference with the market process,0.0,40.0,-1.0,-1.0,68,10
985,train,This house would unleash the free market,unleash the free market,1,880218,PRO,unfettered markets maximize individual freedom,unfettered markets maximize individual freedom,yes,unfettered markets,0.0,18.0,1.0,1.0,46,5
985,train,This house would unleash the free market,unleash the free market,1,880219,PRO,Unfettered markets are the best means to economic growth,they are the best means to economic growth,yes,Unfettered markets,0.0,18.0,1.0,1.0,56,9
985,train,This house would unleash the free market,unleash the free market,1,880220,PRO,the best interests in a given society are achieved by allowing its participants to pursue their own financial self-interest with little or no restraint,the best interests in a given society are achieved by allowing its participants to pursue their own financial self-interest with little or no restraint,yes,allowing its participants to pursue their own financial self-interest with little or no restraint,54.0,151.0,1.0,1.0,151,24
985,train,This house would unleash the free market,unleash the free market,1,880222,CON,Unfettered markets do not lead to social justice,do not lead to social justice,yes,Unfettered markets,0.0,18.0,-1.0,1.0,48,8
985,train,This house would unleash the free market,unleash the free market,1,880223,PRO,the common interest is best served by allowing participants to pursue their self-interest,the common interest is best served by allowing participants to pursue their self-interest,yes,allowing participants to pursue their self-interest,38.0,89.0,1.0,1.0,89,13
985,train,This house would unleash the free market,unleash the free market,1,834523,CON,Free market can be inefficient,free market could be inefficient,yes,Free market,0.0,11.0,-1.0,1.0,30,5
985,train,This house would unleash the free market,unleash the free market,1,834525,PRO,laissez-faire government policy is more desirable than government intervention in the economy,laissez-faire government policy is more desirable than government intervention in the economy,yes,laissez-faire government policy,0.0,31.0,1.0,1.0,93,12
985,train,This house would unleash the free market,unleash the free market,1,869116,CON,"regulation ensures that a safe and appropriate service is delivered, while not discouraging the effective functioning and development of businesses","regulation ensures that a safe and appropriate service is delivered, while not discouraging the effective functioning and development of businesses",yes,regulation,0.0,10.0,1.0,-1.0,147,20
